id ,cella,distance_cQsW,distance_kpOU,distance_94gJ,distance_Cvj5,distance_cGTg,distance_At5a
353,7,399.414435564,-1000,405.770600684,245.425873323,47.9747261536,316.129711635
354,7,373.989775085,-1000,405.770600684,316.866291585,47.9747261536,416.579333642
355,7,344.39823094,-1000,405.770600684,267.494282385,43.0822377445,416.579333642
356,7,344.39823094,-1000,405.770600684,172.201474334,43.0822377445,416.579333642
357,7,344.39823094,-1000,405.770600684,267.494282385,47.9747261536,385.206649881
358,7,344.39823094,-1000,405.770600684,267.494282385,47.9747261536,416.579333642
359,7,399.414435564,-1000,405.770600684,316.866291585,47.9747261536,416.579333642
360,7,399.414435564,-1000,405.770600684,172.201474334,47.9747261536,349.183705405
361,7,399.414435564,-1000,405.770600684,316.866291585,47.9747261536,349.183705405
362,8,157.195299519,-1000,188.440101185,378.756898925,205.996282157,359.990588748
363,8,157.195299519,-1000,172.201474334,378.756898925,172.201474334,359.990588748
364,8,157.195299519,-1000,157.195299519,378.756898925,157.195299519,316.129711635
365,8,157.195299519,-1000,172.201474334,378.756898925,188.440101185,349.183705405
366,8,157.195299519,-1000,188.440101185,378.756898925,188.440101185,285.833829424
367,8,157.195299519,-1000,157.195299519,378.756898925,188.440101185,349.183705405
368,8,143.341061043,-1000,157.195299519,316.866291585,172.201474334,316.129711635
369,8,143.341061043,-1000,172.201474334,373.989775085,205.996282157,285.833829424
370,8,157.195299519,-1000,157.195299519,373.989775085,205.996282157,285.833829424
371,8,143.341061043,-1000,157.195299519,373.989775085,157.195299519,316.129711635
372,8,157.195299519,-1000,172.201474334,316.866291585,205.996282157,285.833829424
373,8,143.341061043,-1000,172.201474334,316.866291585,188.440101185,349.183705405
374,8,143.341061043,-1000,172.201474334,316.866291585,188.440101185,316.129711635
375,8,157.195299519,-1000,157.195299519,378.756898925,172.201474334,349.183705405
376,8,157.195299519,-1000,157.195299519,378.756898925,205.996282157,316.129711635
377,8,157.195299519,-1000,157.195299519,316.866291585,205.996282157,349.183705405
378,8,157.195299519,-1000,157.195299519,373.989775085,205.996282157,349.183705405
379,8,157.195299519,-1000,188.440101185,373.989775085,188.440101185,285.833829424
380,8,157.195299519,-1000,172.201474334,373.989775085,205.996282157,285.833829424
381,8,143.341061043,-1000,188.440101185,316.866291585,172.201474334,316.129711635
382,8,143.341061043,-1000,172.201474334,316.866291585,188.440101185,285.833829424
383,8,143.341061043,-1000,172.201474334,316.866291585,188.440101185,316.129711635
384,8,157.195299519,-1000,172.201474334,316.866291585,205.996282157,285.833829424
385,8,143.341061043,-1000,188.440101185,316.866291585,157.195299519,285.833829424
386,8,143.341061043,-1000,188.440101185,316.866291585,188.440101185,316.129711635
387,8,143.341061043,-1000,188.440101185,316.866291585,188.440101185,349.183705405
388,8,157.195299519,-1000,188.440101185,316.866291585,205.996282157,349.183705405
389,8,143.341061043,-1000,188.440101185,316.866291585,157.195299519,359.990588748
390,8,130.562632641,-1000,188.440101185,344.39823094,157.195299519,359.990588748
391,8,130.562632641,-1000,172.201474334,344.39823094,205.996282157,359.990588748
392,8,143.341061043,-1000,188.440101185,344.39823094,188.440101185,359.990588748
393,8,130.562632641,-1000,157.195299519,344.39823094,205.996282157,359.990588748
394,8,143.341061043,-1000,172.201474334,344.39823094,157.195299519,316.129711635
395,8,130.562632641,-1000,172.201474334,344.39823094,172.201474334,285.833829424
396,8,143.341061043,-1000,172.201474334,378.756898925,157.195299519,359.990588748
397,8,130.562632641,-1000,157.195299519,378.756898925,172.201474334,349.183705405
398,8,130.562632641,-1000,157.195299519,316.866291585,172.201474334,349.183705405
399,8,130.562632641,-1000,157.195299519,316.866291585,157.195299519,349.183705405
400,8,130.562632641,-1000,157.195299519,378.756898925,157.195299519,316.129711635
401,8,143.341061043,-1000,172.201474334,378.756898925,205.996282157,316.129711635
402,9,34.5863503949,-1000,88.8276150856,316.866291585,267.494282385,258.097726879
403,9,34.5863503949,-1000,88.8276150856,224.95990907,224.95990907,314.614917524
404,9,30.9165584616,-1000,88.8276150856,245.425873323,224.95990907,314.614917524
405,9,30.9165584616,-1000,80.4269627373,245.425873323,267.494282385,188.440101185
406,9,30.9165584616,-1000,80.4269627373,316.866291585,267.494282385,188.440101185
407,9,30.9165584616,-1000,80.4269627373,316.866291585,224.95990907,188.440101185
408,9,34.5863503949,-1000,80.4269627373,267.494282385,224.95990907,188.440101185
409,9,30.9165584616,-1000,80.4269627373,316.866291585,224.95990907,188.440101185
410,9,30.9165584616,-1000,80.4269627373,316.866291585,224.95990907,188.440101185
411,9,30.9165584616,-1000,80.4269627373,316.866291585,267.494282385,188.440101185
412,9,30.9165584616,-1000,80.4269627373,316.866291585,267.494282385,188.440101185
413,9,30.9165584616,-1000,80.4269627373,267.494282385,224.95990907,188.440101185
414,9,30.9165584616,-1000,80.4269627373,245.425873323,205.996282157,188.440101185
415,9,30.9165584616,-1000,80.4269627373,291.270683048,267.494282385,188.440101185
416,9,30.9165584616,-1000,88.8276150856,291.270683048,267.494282385,188.440101185
417,9,30.9165584616,-1000,80.4269627373,291.270683048,205.996282157,188.440101185
418,9,30.9165584616,-1000,80.4269627373,291.270683048,205.996282157,188.440101185
419,9,30.9165584616,-1000,80.4269627373,316.866291585,267.494282385,188.440101185
420,9,30.9165584616,-1000,88.8276150856,316.866291585,245.425873323,314.614917524
421,9,30.9165584616,-1000,88.8276150856,316.866291585,245.425873323,314.614917524
422,9,34.5863503949,-1000,80.4269627373,188.440101185,267.494282385,209.570538618
423,9,34.5863503949,-1000,80.4269627373,224.95990907,267.494282385,188.440101185
424,9,30.9165584616,-1000,80.4269627373,224.95990907,267.494282385,209.570538618
425,9,34.5863503949,-1000,88.8276150856,267.494282385,267.494282385,209.570538618
426,9,34.5863503949,-1000,80.4269627373,316.866291585,267.494282385,209.570538618
427,9,34.5863503949,-1000,80.4269627373,316.866291585,205.996282157,314.614917524
428,9,34.5863503949,-1000,88.8276150856,316.866291585,224.95990907,314.614917524
429,9,34.5863503949,-1000,80.4269627373,316.866291585,224.95990907,188.440101185
